OE0013,Stno,XStno,Chipno1,Chipno2,Chipno3,Chipno4,Chipno5,Chipno6,Database Id,Surname,First name,YB,S,Block1,Block2,Block3,Block4,Block5,Block6,E1,E2,E3,E4,E5,E6,nc1,Start1,Finish1,Time1,Classifier1,Credit -1,Penalty +1,Comment1,nc2,Start2,Finish2,Time2,Classifier2,Credit -2,Penalty +2,Comment2,nc3,Start3,Finish3,Time3,Classifier3,Credit -3,Penalty +3,Comment3,nc4,Start4,Finish4,Time4,Classifier4,Credit -4,Penalty +4,Comment4,nc5,Start5,Finish5,Time5,Classifier5,Credit -5,Penalty +5,Comment5,nc6,Start6,Finish6,Time6,Classifier6,Credit -6,Penalty +6,Comment6,Club no.,Cl.name,City,Nat,Location,Region,Cl. no.,Short,Long,Entry cl. No,Entry class (short),Entry class (long),Rank,Ranking points,Num1,Num2,Num3,Text1,Text2,Text3,Addr. surname,Addr. first name,Street,Line2,Zip,Addr. city,Phone,Mobile,Fax,EMail,Rented,Start fee,Paid,Team,Place1,Place2,Place3,Place4,Place5,Place6,Total,Place
,451,,2054159,2054159,,,,,451,Doe_451,Melanie,1972,F,,,,,,,X,X,0,0,0,0,0,12:51:18,14:49:41,1:58:23,0,,,,0,9:09:12,10:59:39,1:50:27,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,999,,,,,,99,F40,F40+,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,3:48:50,2
,445,,432031,432031,,,,,445,Doe_445,Stephanie,1970,F,,,,,,,X,X,0,0,0,0,0,11:19:14,12:32:08,1:12:54,0,,,,0,10:41:17,11:48:43,1:07:26,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,101,F45,F45+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:20:20,1
,462,,2035676,2035676,,,,,462,Doe_462,Alina,1969,F,,,,,,,X,X,0,0,0,0,0,10:51:16,13:08:14,2:16:58,0,,,,0,11:09:17,13:00:50,1:51:33,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,101,F45,F45+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:08:31,2
,474,,2028497,2028497,,,,,474,Doe_474,Albina,1966,F,,,,,,,X,X,0,0,0,0,0,11:11:14,12:13:29,1:02:15,0,,,,0,11:07:13,12:08:31,1:01:18,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,43,,,,,,103,F50,F50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:03:33,1
,356,,1403401,1403401,,,,,356,Doe_356,Kris,1962,F,,,,,,,X,X,0,0,0,0,0,10:05:11,11:17:17,1:12:06,0,,,,0,9:05:10,10:23:22,1:18:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,79,,,,,,103,F50,F50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:30:18,2
,400,,887701,887701,,,,,400,Doe_400,Mary,1963,F,,,,,,,X,X,0,0,0,0,0,10:55:09,12:07:35,1:12:26,0,,,,0,11:05:10,12:28:22,1:23:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,66,,,,,,103,F50,F50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:35:38,3
,358,,504572,504572,,,,,358,Doe_358,Brenda,1965,F,,,,,,,X,X,0,0,0,0,0,10:19:07,12:13:39,1:54:32,0,,,,0,11:41:11,13:12:14,1:31:03,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,44,,,,,,103,F50,F50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:25:35,4
,422,,9101149,9101149,,,,,422,Doe_422,Aidan,2002,M,,,,,,,X,X,0,0,0,0,0,11:41:16,12:38:26,57:10,0,,,,0,10:19:12,11:08:31,49:19,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,44,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:46:29,1
,255,,1799418,1799418,,,,,255,Doe_255,Dylan,1999,M,,,,,,,X,X,0,0,0,0,0,11:29:12,12:29:34,1:00:22,0,,,,0,10:31:11,11:35:35,1:04:24,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,922,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:04:46,2
,81,,2068579,2068579,,,,,81,Doe_81,Ben,1999,M,,,,,,,X,X,0,0,0,0,0,12:43:11,13:49:41,1:06:30,0,,,,0,9:17:10,10:29:08,1:11:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:18:28,3
,257,,2020700,2020700,,,,,257,Doe_257,James,2000,M,,,,,,,X,X,0,0,0,0,0,11:21:10,12:49:57,1:28:47,0,,,,0,10:39:11,11:45:05,1:05:54,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,922,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:34:41,4
,249,,2020699,2020699,,,,,249,Doe_249,Nathan,2000,M,,,,,,,X,X,0,0,0,0,0,11:43:11,13:06:25,1:23:14,0,,,,0,10:17:11,11:28:46,1:11:35,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,922,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:34:49,5
,132,,2064503,2064503,,,,,132,Doe_132,Chester,2000,M,,,,,,,X,X,0,0,0,0,0,11:59:11,13:21:39,1:22:28,0,,,,0,10:01:11,11:15:27,1:14:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:36:44,6
,259,,2020697,2020697,,,,,259,Doe_259,Alex,1999,M,,,,,,,X,X,0,0,0,0,0,11:35:13,12:58:07,1:22:54,0,,,,0,10:25:12,11:43:55,1:18:43,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,922,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:41:37,7
,84,,2068580,2068580,,,,,84,Doe_84,Jared,2000,M,,,,,,,X,X,0,0,0,0,0,12:55:14,14:06:43,1:11:29,0,,,,0,9:05:12,10:49:04,1:43:52,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:55:21,8
,134,,2064515,2064515,,,,,134,Doe_134,Edwardo,1999,M,,,,,,,X,X,0,0,0,0,0,12:05:11,13:35:50,1:30:39,0,,,,0,9:55:12,11:28:12,1:33:00,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,728,,,,,,107,M18,M-18,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:03:39,9
,354,,504916,504916,,,,,354,Doe_354,Gregory,1963,M,,,,,,,X,X,0,0,0,0,0,12:47:10,13:33:20,46:10,0,,,,0,9:13:11,9:54:08,40:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,23,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:27:07,1
,376,,887702,887702,,,,,376,Doe_376,Michael,1964,M,,,,,,,X,X,0,0,0,0,0,10:59:10,11:50:22,51:12,0,,,,0,11:01:12,11:45:10,43:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,66,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:35:10,2
,411,,221779,221779,,,,,411,Doe_411,Jiri,1966,M,,,,,,,X,X,0,0,0,0,0,12:13:09,13:11:55,58:46,0,,,,0,9:51:12,10:56:14,1:05:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,999,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:03:48,3
,392,,2059305,2059305,,,,,392,Doe_392,Mark,1964,M,,,,,,,X,X,0,0,0,0,0,10:35:14,12:09:40,1:34:26,0,,,,0,11:25:14,12:39:54,1:14:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:49:06,4
,443,,887722,887722,,,,,443,Doe_443,Matthew,1966,M,,,,,,,X,X,0,0,0,0,0,11:07:13,12:40:50,1:33:37,0,,,,0,10:53:19,12:20:50,1:27:31,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:01:08,5
,453,,2016522,2016522,,,,,453,Doe_453,Arthur Lee,1965,M,,,,,,,X,X,0,0,0,0,0,11:21:06,13:00:35,1:39:29,0,,,,0,10:39:08,12:07:13,1:28:05,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:07:34,6
,408,,2064540,2064540,,,,,408,Doe_408,Robby,1966,M,,,,,,,X,X,0,0,0,0,0,11:35:16,13:38:38,2:03:22,0,,,,0,10:25:18,12:16:05,1:50:47,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:54:09,7
,377,,,2037980,,,,,377,Doe_377,Herbert,1962,M,,,,,,,0,X,0,0,0,0,X,,,,0,,,,0,10:13:08,11:26:14,1:13:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,361,,,336893,,,,,361,Doe_361,Daniel,1964,M,,,,,,,0,X,0,0,0,0,X,,,,0,,,,0,9:17:15,11:06:44,1:49:29,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,109,M50,M50+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,432,,221762,221762,,,,,432,Doe_432,Tim,1957,M,,,,,,,X,X,0,0,0,0,0,12:23:24,13:15:50,52:26,0,,,,0,9:37:16,10:28:26,51:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,57,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:43:36,1
,461,,2054161,2054161,,,,,461,Doe_461,Josef,1960,M,,,,,,,X,X,0,0,0,0,0,10:39:16,11:36:45,57:29,0,,,,0,11:21:12,12:16:55,55:43,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,17,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,1:53:12,2
,406,,2059393,2059393,,,,,406,Doe_406,Greg,1957,M,,,,,,,X,X,0,0,0,0,0,12:31:44,13:35:46,1:04:02,0,,,,0,9:29:54,10:33:06,1:03:12,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:07:14,3
,424,,1398670,1398670,,,,,424,Doe_424,Bruce,1957,M,,,,,,,X,X,0,0,0,0,0,12:07:19,13:16:32,1:09:13,0,,,,0,9:53:12,11:04:25,1:11:13,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,67,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:20:26,4
,467,,1398040,1398040,,,,,467,Doe_467,Kean,1958,M,,,,,,,X,X,0,0,0,0,0,12:11:09,13:11:33,1:00:24,0,,,,0,9:49:10,11:11:27,1:22:17,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,16,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:22:41,5
,429,,2017975,2017975,,,,,429,Doe_429,Guy,1957,M,,,,,,,X,X,0,0,0,0,0,10:47:09,12:18:24,1:31:15,0,,,,0,11:13:11,12:31:43,1:18:32,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,43,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:49:47,6
,402,,432172,432172,,,,,402,Doe_402,Kenneth,1957,M,,,,,,,X,X,0,0,0,0,0,11:55:16,13:36:59,1:41:43,0,,,,0,10:05:14,11:35:54,1:30:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,67,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:12:23,7
,367,,2016542,2016542,,,,,367,Doe_367,Joey,1958,M,,,,,,,X,X,0,0,0,0,0,7:46:27,8:49:34,1:03:07,0,,,,0,7:33:50,8:35:26,1:01:36,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,111,M55,M55+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,428,,2035697,2035697,,,,,428,Doe_428,Tom,1952,M,,,,,,,X,X,0,0,0,0,0,12:19:23,13:18:06,58:43,0,,,,0,9:41:16,10:34:19,53:03,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:51:46,1
,363,,7041,7041,,,,,363,Doe_363,Ron,1951,M,,,,,,,X,X,0,0,0,0,0,12:39:11,13:36:02,56:51,0,,,,0,9:21:10,10:18:50,57:40,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,23,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,1:54:31,2
,449,,46602,46602,,,,,449,Doe_449,Walter,1949,M,,,,,,,X,X,0,0,0,0,0,11:31:10,12:28:43,57:33,0,,,,0,10:29:19,11:31:49,1:02:30,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,17,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:00:03,3
,373,,2068599,2068599,,,,,373,Doe_373,Piaras,1955,M,,,,,,,X,X,0,0,0,0,0,11:59:08,12:56:44,57:36,0,,,,0,10:01:08,11:04:24,1:03:16,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:00:52,4
,419,,2037975,2037975,,,,,419,Doe_419,Ian,1954,M,,,,,,,X,X,0,0,0,0,0,11:39:10,12:52:03,1:12:53,0,,,,0,10:21:07,11:35:14,1:14:07,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:27:00,5
,350,,346083,346083,,,,,350,Doe_350,Frank,1952,M,,,,,,,X,X,0,0,0,0,0,12:15:08,13:32:59,1:17:51,0,,,,0,9:45:11,10:55:46,1:10:35,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:28:26,6
,390,,227395,227395,,,,,390,Doe_390,Jim,1945,M,,,,,,,X,X,0,0,0,0,0,12:59:18,14:15:37,1:16:19,0,,,,0,11:59:13,13:11:47,1:12:34,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,17,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:28:53,7
,387,,1392037,1392037,,,,,387,Doe_387,Peter,1951,M,,,,,,,X,X,0,0,0,0,0,10:13:09,11:51:25,1:38:16,0,,,,0,11:47:11,13:00:46,1:13:35,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,92,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:51:51,8
,472,,2016526,2016526,,,,,472,Doe_472,Brian,1947,M,,,,,,,X,X,0,0,0,0,0,11:43:11,13:32:03,1:48:52,0,,,,0,7:37:08,9:27:34,1:50:26,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:39:18,9
,388,,2037945,2037945,,,,,388,Doe_388,Rick,1953,M,,,,,,,X,X,0,0,0,0,0,11:51:14,13:54:55,2:03:41,0,,,,0,10:09:18,12:10:54,2:01:36,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:05:17,10
,436,,337940,337940,,,,,436,Doe_436,James,1954,M,,,,,,,X,X,0,0,0,0,0,12:03:14,15:16:16,3:13:02,3,,,,0,9:57:15,13:03:03,3:05:48,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,97,,,,,,113,M60,M60+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,328,,2013584,2013584,,,,,328,Doe_328,Sean,1996,M,,,,,,,X,X,0,0,0,0,0,11:03:18,12:16:39,1:13:21,0,,,,0,10:17:11,11:09:34,52:23,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:05:44,1
,338,,2013569,2013569,,,,,338,Doe_338,Stephen,1994,M,,,,,,,X,X,0,0,0,0,0,12:17:09,13:30:55,1:13:46,0,,,,0,9:19:10,10:18:16,59:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:12:52,2
,336,,2013600,2013600,,,,,336,Doe_336,Samuel,1996,M,,,,,,,X,X,0,0,0,0,0,10:23:11,12:00:37,1:37:26,0,,,,0,10:27:11,11:25:15,58:04,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:35:30,3
,342,,2013563,2013563,,,,,342,Doe_342,David,1995,M,,,,,,,X,X,0,0,0,0,0,11:15:12,12:59:36,1:44:24,0,,,,0,10:45:13,11:47:58,1:02:45,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:47:09,4
,92,,2068582,2068582,,,,,92,Doe_92,Jack,1997,M,,,,,,,X,X,0,0,0,0,0,12:29:11,14:21:31,1:52:20,0,,,,0,9:35:11,10:57:34,1:22:23,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,805,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:14:43,5
,476,,432003,432003,,,,,476,Doe_476,Yuri,1990,M,,,,,,,X,X,0,0,0,0,0,10:45:10,12:51:21,2:06:11,0,,,,0,10:43:11,12:19:17,1:36:06,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,43,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:42:17,6
,386,,2054153,2054153,,,,,386,Doe_386,John,1974,M,,,,,,,X,X,0,0,0,0,0,12:35:15,15:20:19,2:45:04,0,,,,0,9:25:20,11:55:30,2:30:10,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,5:15:14,7
,327,,2013578,2013578,,,,,327,Doe_327,Justin,1997,M,,,,,,,X,X,0,0,0,0,0,11:27:10,12:26:40,59:30,3,,,,0,10:33:11,11:35:37,1:02:26,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,331,,2013594,2013594,,,,,331,Doe_331,Luke,1997,M,,,,,,,X,X,0,0,0,0,0,11:37:14,12:57:55,1:20:41,3,,,,0,10:23:13,11:24:11,1:00:58,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,398,,2054156,2054156,,,,,398,Doe_398,Alex,1987,M,,,,,,,X,X,0,0,0,0,0,11:57:13,13:06:43,1:09:30,3,,,,0,10:03:12,11:04:31,1:01:19,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,115,MGreen,M-Green,,,,,,,,,,,,,,,,,,,,,,X,0,0,,,,,,,,,
,475,,432002,432002,,,,,475,Doe_475,Peter,1999,M,,,,,,,X,X,0,0,0,0,0,11:23:09,12:33:27,1:10:18,0,,,,0,11:01:10,12:26:49,1:25:39,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,43,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:35:57,1
,441,,1407992,1407992,,,,,441,Doe_441,Anthony,2001,M,,,,,,,X,X,0,0,0,0,0,11:57:12,13:17:25,1:20:13,0,,,,0,10:03:11,11:25:13,1:22:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,23,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:42:15,2
,333,,2013562,2013562,,,,,333,Doe_333,George,1996,M,,,,,,,X,X,0,0,0,0,0,10:51:10,12:41:37,1:50:27,0,,,,0,11:09:12,12:40:14,1:31:02,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:21:29,3
,339,,2013595,2013595,,,,,339,Doe_339,Nicholas,1996,M,,,,,,,X,X,0,0,0,0,0,12:49:38,14:59:36,2:09:58,0,,,,0,9:11:15,11:30:40,2:19:25,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,4:29:23,4
,382,,2051201,2051201,,,,,382,Doe_382,Austin,1996,M,,,,,,,X,X,0,0,0,0,0,12:03:11,13:11:39,1:08:28,0,,,,0,9:57:12,11:10:00,1:12:48,3,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,35,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,403,,9000112,9000112,,,,,403,Doe_403,Thomas,2000,M,,,,,,,X,X,0,0,0,0,0,10:45:10,11:50:16,1:05:06,3,,,,0,11:15:11,12:34:15,1:19:04,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,53,,,,,,117,M20,M-20,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,,,,887664,,,,,,Doe_,Sebastian,,M,,,,,,,0,X,X,X,X,X,0,,,,0,,,,0,10:45:15,12:43:49,1:58:34,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,31,,,,,,117,M20,M-20,117,M20,M-20,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,
,347,,2033377,2033377,,,,,347,Doe_347,Videlin,1973,M,,,,,,,X,X,0,0,0,0,0,11:41:13,12:55:16,1:14:03,0,,,,0,10:19:11,11:50:07,1:30:56,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,77,,,,,,119,M35,M35+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,2:44:59,1
,366,,981698,981698,,,,,366,Doe_366,Jens,1976,M,,,,,,,X,X,0,0,0,0,0,11:35:13,13:05:07,1:29:54,0,,,,0,10:25:12,11:59:48,1:34:36,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,87,,,,,,119,M35,M35+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:04:30,2
,464,,432074,432074,,,,,464,Doe_464,David,1965,M,,,,,,,X,X,0,0,0,0,0,11:29:11,13:21:32,1:52:21,0,,,,0,10:31:10,12:21:14,1:50:04,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,119,M35,M35+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:42:25,3
,391,,2049406,2049406,,,,,391,Doe_391,Benjamin,1962,M,,,,,,,X,X,0,0,0,0,0,11:25:10,12:49:49,1:24:39,0,,,,0,10:35:15,12:12:42,1:37:27,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,65,,,,,,121,M40,M40+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:02:06,1
,459,,46607,46607,,,,,459,Doe_459,Glen,1953,M,,,,,,,X,X,0,0,0,0,0,10:07:09,11:37:05,1:29:56,0,,,,0,11:53:11,13:29:08,1:35:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,24,,,,,,123,M45,M45+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:05:53,1
,440,,2013618,2013618,,,,,440,Doe_440,Col Mark,1970,M,,,,,,,X,X,0,0,0,0,0,10:35:12,12:06:49,1:31:37,0,,,,0,11:25:12,13:10:09,1:44:57,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,93,,,,,,123,M45,M45+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:16:34,2
,423,,9101150,9101150,,,,,423,Doe_423,Robert,1966,M,,,,,,,X,X,0,0,0,0,0,10:17:19,11:54:31,1:37:12,0,,,,0,11:43:15,13:24:08,1:40:53,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,44,,,,,,123,M45,M45+,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,3:18:05,3
